student_id,data_split,age,semester,program_stream,institution_type,residence_mode,scholarship_holder,current_gpa,failed_subjects,backlog_count,credits_completion_ratio,attendance_pct,attendance_velocity_14d,consecutive_absent_days,lms_active_hours_week,lms_activity_velocity_pct,assignment_completion_pct,avg_assignment_delay_days,missed_assessments,fee_overdue_days,scholarship_delay_days,financial_support_requested,paid_work_hours_week,family_responsibility_hours_week,course_satisfaction_1_5,career_uncertainty_1_5,prerequisite_gap_score,language_transition_score,commute_minutes_one_way,hostel_issue_score,campus_belonging_1_5,mentor_interactions_month,overwhelmed_score_1_5,support_requested,F1_academic_difficulty,F2_attendance_decline,F3_low_engagement,F4_financial_stress,F5_work_pressure,F6_family_responsibility,F7_course_mismatch,F8_transition_language_gap,F9_commute_housing,F10_low_belonging_support,F11_wellbeing_support_need,synthetic_risk_probability,risk_tier,dominant_risk_factor,secondary_risk_factor,dropout_label,student_outcome,confirmed_exit_reason,generation_version
SYN01204,VALID,21,5,Arts/Humanities,Government-Aided,PG/Rented,0,8.23,1,1,0.853,87.4,11.9,1,10.5,16.9,90.6,4.1,0,46,0,0,13.4,7.9,3.5,2.2,0.079,0.237,44,0.0,3.5,2,2.6,1,17.4,27.1,12.1,41.2,37.0,32.7,36.5,13.8,44.2,38.8,43.4,0.1715,LOW,Commute / housing / accessibility,Wellbeing / support need,0,TEMPORARY_BREAK,,SIH_SYN_V1_2026-08-22
SYN01205,TRAIN,25,1,Engineering/Technology,Private,With Family,0,8.63,3,3,1.0,93.4,15.1,1,14.8,-8.4,72.6,6.4,3,22,0,0,0.0,1.2,4.0,1.8,0.395,0.185,89,0.254,3.0,2,2.1,0,20.7,16.0,36.3,21.5,22.5,6.9,28.6,21.5,62.5,30.0,14.5,0.0787,LOW,Commute / housing / accessibility,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01206,TRAIN,19,6,Commerce/Management,Government,Hostel,1,7.44,0,2,0.938,72.5,-6.6,5,13.8,-38.6,61.2,6.2,1,88,33,0,10.6,13.8,1.8,3.3,0.164,0.0,10,0.134,4.5,3,3.1,1,19.6,36.3,35.8,42.6,28.1,37.5,66.5,9.5,36.0,22.8,65.2,0.3236,LOW,Course mismatch / low interest,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01207,TRAIN,20,5,Health/Allied,Private,Hostel,0,6.71,2,2,0.882,80.9,7.5,4,14.5,-11.6,77.3,2.1,1,48,0,1,0.0,13.4,4.9,2.2,0.364,0.241,13,0.276,2.3,1,1.2,0,26.8,28.0,31.1,23.7,21.2,36.0,16.2,18.9,35.3,74.8,29.0,0.1373,LOW,Low belonging / weak mentor support,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01208,TRAIN,23,8,Science,Government-Aided,With Family,0,7.69,1,3,0.761,76.1,-5.5,3,13.8,0.1,76.8,1.5,2,47,0,0,14.8,5.0,4.4,1.9,0.128,0.119,67,0.13,4.1,4,4.6,1,28.2,39.5,27.1,35.4,25.1,6.9,19.2,11.3,50.9,21.9,76.0,0.2105,LOW,Wellbeing / support need,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01209,TRAIN,20,7,Science,Private,Hostel,0,6.69,1,3,0.816,81.9,2.9,4,9.5,-16.0,69.4,6.0,4,0,0,0,0.0,0.0,3.8,2.7,0.135,0.068,12,0.35,4.1,4,3.4,0,29.5,30.9,41.1,7.4,15.7,10.3,43.0,17.8,33.6,19.8,66.4,0.1474,LOW,Wellbeing / support need,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01210,TRAIN,23,1,Science,Government-Aided,Hostel,0,6.99,0,1,0.879,77.9,-5.2,3,10.9,-17.1,74.3,7.6,3,27,0,0,14.0,2.5,4.1,2.1,0.443,0.318,15,0.465,3.0,1,2.9,0,27.9,31.4,45.4,28.9,33.9,22.0,19.5,51.2,54.4,45.1,39.3,0.2601,LOW,Commute / housing / accessibility,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01211,TRAIN,22,5,Engineering/Technology,Private,With Family,1,8.46,2,2,0.899,73.6,-10.5,6,11.3,9.6,99.4,1.5,1,93,46,0,14.5,5.3,3.7,1.3,0.367,0.467,74,0.045,5.0,3,1.2,0,17.7,45.3,14.7,68.1,45.6,21.7,16.0,53.7,39.3,7.8,23.5,0.2239,LOW,Financial stress,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01212,TRAIN,22,1,Science,Government,With Family,1,7.64,2,2,0.727,83.7,-4.0,2,7.8,-19.3,70.9,3.2,3,0,0,1,0.0,11.5,3.2,2.6,0.285,0.279,96,0.086,1.8,1,3.1,0,35.2,25.8,48.5,6.6,3.9,30.7,42.1,37.0,48.7,90.5,45.8,0.2904,LOW,Low belonging / weak mentor support,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01213,TRAIN,19,4,Other,Private,Hostel,1,8.16,2,3,0.916,76.8,-11.7,4,15.1,21.9,87.0,1.2,0,47,6,1,10.9,13.4,4.7,1.6,0.353,0.31,9,0.16,5.0,2,1.9,0,29.9,32.8,12.3,35.4,31.7,33.3,24.2,46.0,13.1,21.9,29.8,0.1443,LOW,Transition / language / prerequisite gap,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01214,TRAIN,20,1,Commerce/Management,Private,With Family,0,6.94,3,4,0.698,63.6,-23.8,8,6.0,-18.9,70.0,4.5,0,78,0,1,0.0,8.4,4.4,1.0,0.21,0.128,43,0.126,4.0,3,2.5,0,53.7,64.9,37.5,71.4,51.7,8.2,17.0,17.7,13.1,46.1,47.8,0.5653,MODERATE,Financial stress,Attendance decline,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01215,TRAIN,26,7,Arts/Humanities,Private,PG/Rented,1,7.96,2,1,0.831,60.9,-20.8,7,16.6,-19.6,93.0,2.2,2,102,58,1,0.0,5.3,5.0,1.6,0.115,0.0,16,0.0,4.9,4,4.1,0,18.2,58.5,19.8,76.2,48.4,24.3,11.0,5.0,10.1,19.9,75.4,0.3735,LOW,Financial stress,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01216,TRAIN,21,4,Engineering/Technology,Government,PG/Rented,0,9.73,0,0,0.962,85.1,2.7,5,11.5,-18.9,76.0,5.5,2,78,0,1,0.0,2.8,1.5,4.1,0.155,0.015,50,0.114,4.2,3,3.9,0,5.8,37.3,36.6,55.4,31.1,25.4,70.1,5.9,52.8,24.6,70.4,0.352,LOW,Wellbeing / support need,Course mismatch / low interest,1,DROPOUT,COMMUTE_HOUSING_ACCESS,SIH_SYN_V1_2026-08-22
SYN01217,TRAIN,21,5,Science,Government-Aided,Hostel,1,7.04,4,5,0.62,84.1,2.2,1,9.3,-34.0,70.4,8.5,3,82,49,0,0.0,5.6,4.0,2.8,0.09,0.253,13,0.486,3.7,3,2.9,0,49.3,46.1,43.8,66.4,38.1,36.0,40.7,3.8,60.5,38.8,44.0,0.6051,MODERATE,Financial stress,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01218,TRAIN,21,3,Arts/Humanities,Private,Hostel,1,4.65,5,3,0.629,78.2,-6.5,1,14.6,-25.8,72.6,7.5,2,81,27,1,0.0,6.7,3.8,3.2,0.353,0.172,6,0.151,2.9,4,3.1,0,67.5,37.5,42.1,36.6,29.0,31.8,37.6,36.0,12.5,44.9,32.1,0.3822,LOW,Academic difficulty,Low belonging / weak mentor support,1,DROPOUT,COURSE_MISMATCH_OR_LOW_INTEREST,SIH_SYN_V1_2026-08-22
SYN01219,TRAIN,18,4,Commerce/Management,Private,Hostel,1,9.46,0,0,0.993,95.5,3.2,0,14.0,26.7,90.9,4.4,0,0,9,0,0.0,6.5,5.0,1.0,0.048,0.15,17,0.209,3.8,4,2.0,0,4.8,0.6,11.0,9.5,9.0,8.5,4.0,13.0,33.1,43.7,30.0,0.01,LOW,Low belonging / weak mentor support,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01220,TRAIN,19,1,Commerce/Management,Private,With Family,0,8.3,1,1,0.923,79.5,-14.9,3,6.9,5.3,87.6,1.4,3,46,0,1,0.0,2.4,3.5,2.5,0.096,0.385,55,0.03,3.4,3,2.2,0,11.5,39.1,27.6,50.5,31.8,2.2,33.0,43.0,40.7,45.4,36.4,0.2159,LOW,Financial stress,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01221,TRAIN,21,2,Arts/Humanities,Private,PG/Rented,1,7.1,2,2,0.949,80.3,4.4,2,12.1,15.7,75.5,4.2,3,2,3,0,0.0,3.9,2.9,1.8,0.17,0.182,17,0.084,3.3,4,3.8,0,31.6,31.7,34.9,20.7,20.6,26.2,37.8,25.4,26.9,32.2,50.2,0.1589,LOW,Wellbeing / support need,Course mismatch / low interest,1,DROPOUT,COURSE_MISMATCH_OR_LOW_INTEREST,SIH_SYN_V1_2026-08-22
SYN01222,TRAIN,22,7,Commerce/Management,Private,Hostel,0,7.39,6,5,0.731,69.4,-11.2,3,13.6,14.6,75.5,0.7,1,5,0,0,0.0,14.6,4.7,2.1,0.247,0.206,24,0.432,4.8,3,2.0,0,57.8,29.5,26.4,4.8,22.2,42.9,21.9,16.4,55.0,22.7,27.1,0.1168,LOW,Academic difficulty,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01223,TRAIN,19,4,Commerce/Management,Government,With Family,0,4.81,4,5,0.713,69.0,-20.4,7,9.7,-3.7,64.7,6.8,4,51,0,0,0.0,17.6,3.3,3.9,0.339,0.106,73,0.036,3.7,3,4.2,0,67.9,67.7,46.2,43.7,26.9,43.0,46.4,5.2,62.8,44.1,100.0,0.8275,CRITICAL,Wellbeing / support need,Academic difficulty,1,DROPOUT,LOW_CAMPUS_SUPPORT,SIH_SYN_V1_2026-08-22
SYN01224,TRAIN,22,1,Science,Government,Hostel,0,8.0,1,2,0.873,84.8,9.7,5,6.1,-17.7,70.0,7.5,1,45,0,0,0.0,7.1,3.6,2.8,0.274,0.167,23,0.477,3.4,3,4.3,0,17.3,29.0,43.8,39.2,38.4,20.2,35.2,28.6,50.3,32.7,71.6,0.3207,LOW,Wellbeing / support need,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01225,TEST,18,4,Arts/Humanities,Government-Aided,With Family,0,9.62,0,0,1.0,86.0,-8.2,2,13.4,-4.4,98.0,2.5,0,64,0,0,13.4,5.6,2.8,3.6,0.398,0.482,5,0.003,4.0,4,2.5,0,3.4,29.7,22.4,50.2,31.1,17.3,57.6,53.9,7.8,33.8,53.2,0.2312,LOW,Course mismatch / low interest,Transition / language / prerequisite gap,1,DROPOUT,ACADEMIC_DIFFICULTY,SIH_SYN_V1_2026-08-22
SYN01226,VALID,21,2,Arts/Humanities,Government,PG/Rented,0,7.65,1,1,0.878,80.8,-1.2,4,10.8,-13.0,87.4,5.7,0,41,0,0,8.4,12.2,3.5,2.6,0.299,0.251,20,0.084,3.0,2,5.0,1,20.2,37.2,28.1,42.8,24.6,14.4,18.3,37.9,23.7,40.1,84.9,0.2605,LOW,Wellbeing / support need,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01227,TRAIN,18,6,Engineering/Technology,Government,PG/Rented,1,6.5,3,5,0.672,84.8,-6.5,2,12.7,-24.2,72.7,4.0,1,53,19,0,14.2,7.3,5.0,1.4,0.241,0.0,13,0.002,3.9,3,2.0,1,51.9,25.9,28.3,29.5,26.6,29.8,9.4,2.2,29.0,23.8,40.0,0.1328,LOW,Academic difficulty,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01228,VALID,19,3,Arts/Humanities,Government-Aided,With Family,0,6.61,1,3,0.693,76.0,3.4,4,12.5,-16.8,88.6,3.3,1,49,0,0,0.0,3.0,4.8,1.3,0.245,0.081,44,0.084,3.9,2,2.1,0,44.5,21.6,21.3,26.0,17.9,5.0,6.3,16.1,41.4,58.3,31.8,0.1229,LOW,Low belonging / weak mentor support,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01229,TRAIN,25,1,Science,Government-Aided,With Family,0,7.25,1,1,0.849,78.5,3.6,5,16.2,15.9,90.7,0.0,0,33,0,0,14.7,5.1,4.2,1.9,0.231,0.326,21,0.116,3.5,3,2.3,0,16.6,25.3,2.4,19.0,27.2,23.3,21.2,38.3,17.0,31.9,32.9,0.0605,LOW,Transition / language / prerequisite gap,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01230,TRAIN,19,8,Commerce/Management,Private,PG/Rented,0,6.47,3,3,0.7,77.7,-7.5,4,10.8,-3.6,64.3,5.5,2,37,0,1,3.1,8.1,3.8,2.3,0.388,0.428,18,0.0,3.5,3,3.0,0,41.3,37.7,41.4,34.0,25.2,13.7,34.8,54.6,10.5,45.6,64.8,0.3444,LOW,Wellbeing / support need,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01231,TEST,18,2,Arts/Humanities,Private,Hostel,0,7.98,2,2,0.872,76.1,2.7,0,15.7,-18.3,80.4,3.4,1,18,0,1,0.0,0.0,3.5,2.2,0.403,0.205,17,0.0,4.1,3,1.6,0,35.2,22.8,28.1,21.9,25.0,4.4,20.1,43.8,23.3,25.2,26.5,0.094,LOW,Transition / language / prerequisite gap,Academic difficulty,1,DROPOUT,ACADEMIC_DIFFICULTY,SIH_SYN_V1_2026-08-22
SYN01232,TRAIN,18,7,Arts/Humanities,Government-Aided,PG/Rented,0,6.84,0,0,0.79,87.8,0.6,0,11.3,-5.0,80.9,1.6,2,0,0,0,0.0,17.0,4.2,1.8,0.0,0.001,25,0.166,3.9,4,2.7,0,25.0,25.7,25.9,19.4,22.7,44.6,26.1,2.8,47.3,34.1,25.8,0.1086,LOW,Commute / housing / accessibility,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01233,TRAIN,18,4,Engineering/Technology,Government-Aided,With Family,0,6.37,2,2,0.851,87.9,8.9,2,13.0,9.4,77.2,2.6,1,0,0,1,0.0,9.3,2.3,3.5,0.283,0.185,52,0.0,2.8,2,2.4,0,22.7,21.7,24.8,5.0,7.5,33.6,59.9,32.3,30.8,45.7,22.4,0.0874,LOW,Course mismatch / low interest,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01234,TEST,18,5,Science,Government,With Family,0,8.05,1,2,0.845,74.8,-6.3,5,10.4,-4.6,72.0,6.6,2,54,0,1,16.3,16.6,3.8,2.4,0.122,0.08,33,0.016,2.2,5,2.6,0,18.6,38.1,35.3,49.8,40.1,49.6,29.4,12.5,27.2,52.3,41.5,0.3519,LOW,Low belonging / weak mentor support,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01235,TRAIN,22,7,Science,Government,With Family,1,7.74,2,2,0.915,71.5,-7.5,5,15.4,-2.0,78.1,2.8,1,51,2,1,11.5,7.6,4.0,2.2,0.164,0.053,31,0.012,3.8,1,3.3,1,20.2,36.3,24.4,45.2,30.3,25.1,26.3,11.7,14.6,45.8,40.1,0.1818,LOW,Low belonging / weak mentor support,Financial stress,1,DROPOUT,COURSE_MISMATCH_OR_LOW_INTEREST,SIH_SYN_V1_2026-08-22
SYN01236,TRAIN,22,1,Engineering/Technology,Government-Aided,With Family,0,4.41,3,5,0.68,66.2,-11.9,5,10.6,-9.5,63.5,5.4,2,25,0,1,6.1,14.4,4.5,1.6,0.439,0.376,25,0.04,4.1,5,2.4,0,55.1,46.4,45.0,30.1,27.6,35.0,13.7,51.6,7.2,24.7,45.0,0.3229,LOW,Academic difficulty,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01237,TRAIN,21,1,Health/Allied,Government-Aided,Hostel,0,5.15,4,4,0.607,70.3,1.4,4,9.3,-4.6,68.6,4.3,3,30,0,0,0.0,14.1,3.5,2.4,0.319,0.528,13,0.144,3.5,2,3.0,0,65.6,43.0,38.7,7.5,18.3,47.7,25.9,47.8,22.3,42.2,53.7,0.3901,LOW,Academic difficulty,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01238,TRAIN,22,8,Commerce/Management,Private,With Family,0,7.14,2,2,0.841,81.0,4.9,0,10.2,0.7,67.1,2.6,1,4,0,0,0.0,11.3,3.4,2.5,0.204,0.003,21,0.137,4.1,2,3.1,0,32.5,25.8,38.6,14.4,11.7,28.6,28.9,8.7,3.4,17.1,59.1,0.1333,LOW,Wellbeing / support need,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01239,VALID,20,1,Arts/Humanities,Private,PG/Rented,1,7.8,3,3,0.813,69.5,-3.6,4,11.2,-30.3,65.4,3.7,2,11,11,0,0.0,3.7,3.7,2.0,0.61,0.784,24,0.0,2.1,3,1.5,0,31.9,33.6,33.3,6.0,9.6,11.2,31.3,93.1,11.3,58.2,18.2,0.1028,LOW,Transition / language / prerequisite gap,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01240,TRAIN,27,2,Commerce/Management,Government,Hostel,1,8.01,1,2,0.828,74.3,-2.7,2,10.5,-15.5,80.2,1.5,2,58,37,0,9.3,3.4,2.0,3.8,0.237,0.325,14,0.382,4.0,3,4.0,0,15.8,24.9,36.4,40.3,27.0,16.9,71.1,32.8,38.0,29.9,50.6,0.2725,LOW,Course mismatch / low interest,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01241,TRAIN,21,1,Science,Private,Hostel,0,7.91,1,1,0.948,90.3,8.4,0,10.2,-14.1,73.7,0.9,3,58,0,1,0.0,9.5,3.1,1.8,0.243,0.247,19,0.24,2.6,2,1.5,0,20.0,12.4,38.5,34.4,34.4,9.4,35.6,25.1,33.2,39.4,22.8,0.1336,LOW,Low belonging / weak mentor support,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01242,TRAIN,19,4,Science,Government,Hostel,0,7.62,0,1,0.943,76.5,-15.7,3,15.7,17.5,87.3,2.2,1,37,0,1,0.0,9.4,4.5,1.9,0.214,0.309,17,0.245,4.4,3,2.1,0,18.9,38.2,17.0,23.8,24.2,55.4,15.7,30.7,37.4,23.0,39.1,0.1574,LOW,Family/domestic responsibility,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01243,TRAIN,22,2,Science,Government-Aided,Hostel,1,7.33,3,2,0.716,84.1,2.7,3,16.9,12.1,97.3,0.1,0,11,0,1,0.0,10.5,4.6,1.6,0.478,0.429,10,0.228,4.3,5,3.7,0,39.0,17.2,8.9,15.8,10.0,21.9,10.3,44.7,31.5,17.1,66.5,0.0738,LOW,Wellbeing / support need,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01244,TEST,21,2,Arts/Humanities,Private,With Family,1,3.43,4,5,0.493,74.7,-3.2,3,13.2,5.3,57.1,2.8,1,45,20,1,0.0,17.6,3.8,2.5,0.629,0.392,53,0.095,3.3,2,2.1,1,68.6,37.7,43.5,23.2,37.4,27.3,35.2,57.3,35.2,42.2,48.8,0.4606,MODERATE,Academic difficulty,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01245,TRAIN,19,2,Education,Government,With Family,0,5.44,6,6,0.529,73.1,-16.5,6,9.1,-31.1,45.4,5.2,2,14,0,0,0.0,0.0,4.9,1.7,0.407,0.238,57,0.113,3.7,4,3.6,1,74.0,49.4,58.2,29.1,17.9,10.9,14.9,20.1,17.4,23.7,57.5,0.3466,LOW,Academic difficulty,Low learning engagement,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN01246,TRAIN,21,1,Health/Allied,Private,With Family,1,6.6,3,3,0.667,73.2,-13.8,3,10.6,-19.3,70.8,5.6,2,31,1,1,0.0,19.7,4.1,1.6,0.392,0.183,46,0.079,4.5,1,2.6,1,51.4,46.7,44.8,34.4,31.1,60.0,23.7,29.2,42.4,35.4,41.6,0.4678,MODERATE,Family/domestic responsibility,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01247,TRAIN,22,1,Commerce/Management,Government,PG/Rented,1,8.46,2,3,0.832,88.3,-3.8,2,9.5,-9.2,73.9,3.6,2,0,30,0,4.4,14.1,3.2,1.8,0.333,0.518,18,0.0,3.1,4,3.2,0,22.3,23.5,34.2,4.9,6.2,34.4,42.4,46.7,16.9,59.5,45.3,0.1189,LOW,Low belonging / weak mentor support,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01248,TRAIN,21,5,Commerce/Management,Government,With Family,0,7.56,0,3,0.765,85.1,-6.6,2,16.6,5.6,89.3,0.1,2,51,0,0,0.0,9.0,4.2,1.8,0.198,0.073,50,0.0,3.0,1,3.3,0,23.5,14.2,24.4,48.0,38.9,47.6,11.1,9.0,25.1,45.9,44.5,0.1678,LOW,Financial stress,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01249,TRAIN,18,1,Education,Private,PG/Rented,0,5.4,2,3,0.718,80.9,0.8,3,11.5,-26.0,75.5,2.4,3,19,0,1,0.0,3.3,4.0,3.3,0.283,0.104,37,0.0,2.3,2,2.1,0,43.1,31.8,41.5,37.0,45.0,14.7,46.8,16.5,27.9,43.9,31.4,0.2687,LOW,Course mismatch / low interest,Employment/work pressure,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01250,TRAIN,20,5,Arts/Humanities,Government,Hostel,0,6.47,1,3,0.853,70.8,-4.1,4,13.2,-11.0,75.6,4.4,2,5,0,1,0.0,16.6,4.6,1.9,0.243,0.154,12,0.394,1.9,1,2.5,1,30.3,41.0,38.3,33.2,24.9,52.1,24.9,5.3,53.8,67.3,36.8,0.3257,LOW,Low belonging / weak mentor support,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01251,TRAIN,18,3,Health/Allied,Government,With Family,0,7.81,1,2,0.812,78.1,-9.7,5,12.3,-17.2,71.4,1.4,2,34,0,0,0.0,9.0,3.2,2.0,0.334,0.425,86,0.177,4.8,5,2.6,1,23.1,39.6,31.2,25.7,21.6,4.1,32.5,48.7,64.5,13.9,53.9,0.2063,LOW,Commute / housing / accessibility,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01252,TRAIN,23,7,Commerce/Management,Private,PG/Rented,1,7.77,0,2,0.971,76.2,-2.2,2,13.0,7.3,81.5,0.3,1,70,37,0,0.0,10.4,5.0,1.0,0.0,0.084,15,0.0,2.9,2,2.0,0,16.4,32.9,16.0,62.5,58.0,8.7,3.8,19.2,30.5,46.3,29.3,0.1848,LOW,Financial stress,Employment/work pressure,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01253,TRAIN,19,5,Arts/Humanities,Private,PG/Rented,0,7.24,2,2,0.904,83.5,-10.5,4,6.2,-8.5,71.6,3.6,3,0,0,1,0.0,15.5,4.5,1.8,0.108,0.173,33,0.169,3.0,2,4.3,0,33.8,37.4,38.2,11.9,24.2,47.6,7.5,13.6,22.5,57.4,70.4,0.2715,LOW,Wellbeing / support need,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01254,VALID,19,1,Commerce/Management,Government,With Family,0,5.16,3,6,0.687,73.6,-5.4,3,13.2,3.0,73.9,8.0,2,43,0,0,0.0,10.6,3.8,2.4,0.553,0.314,42,0.115,4.0,4,1.7,1,68.4,32.8,31.9,45.5,30.1,8.4,17.7,40.5,25.2,17.9,37.1,0.2782,LOW,Academic difficulty,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01255,TRAIN,21,4,Arts/Humanities,Private,With Family,0,8.45,2,1,1.0,90.2,2.5,2,14.6,-13.1,74.8,2.1,2,21,0,1,14.1,10.7,2.5,3.8,0.342,0.275,19,0.197,4.6,5,2.0,0,14.3,10.4,30.1,48.8,29.7,40.5,53.5,39.0,25.1,19.4,35.4,0.1294,LOW,Course mismatch / low interest,Financial stress,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN01256,TRAIN,18,3,Engineering/Technology,Private,PG/Rented,1,8.31,1,1,0.86,87.4,-2.0,2,15.0,26.8,85.4,0.0,1,11,0,0,0.0,4.0,5.0,1.0,0.119,0.0,19,0.054,3.5,3,1.9,0,27.2,24.2,22.8,6.2,21.3,32.5,12.4,1.0,7.9,27.0,24.0,0.0634,LOW,Family/domestic responsibility,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01257,VALID,21,4,Commerce/Management,Government-Aided,With Family,0,7.96,2,4,0.812,72.3,-3.6,2,10.9,17.1,68.5,2.1,3,44,0,1,0.0,6.3,3.0,2.0,0.152,0.152,71,0.0,4.0,2,2.6,0,30.5,37.9,33.0,29.5,33.3,9.3,41.1,13.1,57.6,38.7,31.9,0.2135,LOW,Commute / housing / accessibility,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01258,TRAIN,22,7,Science,Government-Aided,With Family,0,7.07,0,0,0.858,88.3,-4.4,3,12.1,-29.6,75.7,5.3,1,37,0,0,0.0,9.4,3.2,2.1,0.322,0.324,61,0.22,3.8,2,1.6,1,22.0,24.3,32.5,27.1,15.8,7.7,31.9,51.8,49.6,24.6,35.6,0.1367,LOW,Transition / language / prerequisite gap,Commute / housing / accessibility,1,DROPOUT,COURSE_MISMATCH_OR_LOW_INTEREST,SIH_SYN_V1_2026-08-22
SYN01259,TRAIN,19,6,Engineering/Technology,Government-Aided,With Family,1,7.72,1,0,0.941,91.9,4.4,1,12.4,38.4,85.7,1.2,1,38,0,0,0.0,8.6,5.0,1.6,0.194,0.078,44,0.0,3.9,3,2.0,0,8.8,12.3,3.0,16.2,17.3,35.3,1.1,16.4,21.8,28.6,27.5,0.0439,LOW,Family/domestic responsibility,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01260,TRAIN,18,8,Education,Private,PG/Rented,1,6.67,2,3,0.852,88.2,1.6,0,10.0,-12.2,76.6,1.5,1,0,13,1,0.0,4.4,3.8,2.6,0.36,0.327,22,0.0,4.0,4,2.5,1,28.4,27.5,37.3,7.7,13.0,12.2,29.6,37.6,25.7,25.3,45.0,0.1033,LOW,Wellbeing / support need,Transition / language / prerequisite gap,0,GRADUATED,,SIH_SYN_V1_2026-08-22
SYN01261,VALID,20,8,Health/Allied,Government,With Family,0,8.7,0,2,0.897,96.9,-6.3,2,7.8,13.0,78.2,1.7,3,26,0,0,0.0,7.8,4.5,1.0,0.004,0.0,49,0.174,4.9,5,3.8,0,22.0,15.2,37.7,38.0,30.0,13.7,10.4,2.5,41.7,12.2,50.6,0.1084,LOW,Wellbeing / support need,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01262,TRAIN,27,3,Arts/Humanities,Government,With Family,0,7.48,2,2,0.825,82.2,-9.5,2,9.4,0.7,74.6,5.1,0,0,0,0,0.0,4.5,3.4,3.4,0.023,0.0,68,0.228,4.2,2,2.4,0,33.9,28.0,23.4,4.3,9.1,13.6,34.1,7.4,52.7,30.3,28.0,0.0859,LOW,Commute / housing / accessibility,Course mismatch / low interest,1,DROPOUT,LOW_CAMPUS_SUPPORT,SIH_SYN_V1_2026-08-22
